video_name,index,texture,direction,speed,angle,dist,bright,contr,stripe,bg,object_enabled,object_type,num_objects,object_size,object_position,blur_enabled,blur_type,blur_intensity,blur_variation,distance_randomized,resolution
treadmill_0000_subtle_gray_stripes_stripe229_bg123_left_speed0.0_angle0_dist1.0_bright0.00_contr1.00_640x480_seed56.mp4,0000,subtle_gray_stripes,,0.0,0,1.0,0.0,1.0,229,123,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe228_bg123_left_speed0.0_angle0_dist1.0_bright0.00_contr1.00_640x480_seed52.mp4,0000,subtle_gray_stripes,,0.0,0,1.0,0.0,1.0,228,123,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe229_bg120_left_speed14.0_angle0_dist1.0_bright0.00_contr1.00_640x480_seed86.mp4,0000,subtle_gray_stripes,,14.0,0,1.0,0.0,1.0,229,120,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe229_bg123_left_speed14.0_angle30_dist1.0_bright0.00_contr1.00_640x480_seed104.mp4,0000,subtle_gray_stripes,,14.0,30,1.0,0.0,1.0,229,123,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe228_bg121_left_speed14.0_angle30_dist1.0_bright0.00_contr1.00_640x480_seed99.mp4,0000,subtle_gray_stripes,,14.0,30,1.0,0.0,1.0,228,121,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe228_bg120_left_speed14.0_angle30_dist1.0_bright0.00_contr1.00_640x480_seed98.mp4,0000,subtle_gray_stripes,,14.0,30,1.0,0.0,1.0,228,120,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe226_bg124_left_speed0.0_angle30_dist1.0_bright0.00_contr1.00_640x480_seed61.mp4,0000,subtle_gray_stripes,,0.0,30,1.0,0.0,1.0,226,124,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe227_bg123_left_speed14.0_angle30_dist1.0_bright0.00_contr1.00_640x480_seed96.mp4,0000,subtle_gray_stripes,,14.0,30,1.0,0.0,1.0,227,123,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe228_bg124_left_speed14.0_angle0_dist1.0_bright0.00_contr1.00_640x480_seed85.mp4,0000,subtle_gray_stripes,,14.0,0,1.0,0.0,1.0,228,124,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe226_bg120_left_speed14.0_angle30_dist1.0_bright0.00_contr1.00_640x480_seed90.mp4,0000,subtle_gray_stripes,,14.0,30,1.0,0.0,1.0,226,120,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe229_bg120_left_speed14.0_angle30_dist1.0_bright0.00_contr1.00_640x480_seed102.mp4,0000,subtle_gray_stripes,,14.0,30,1.0,0.0,1.0,229,120,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe228_bg124_left_speed14.0_angle30_dist1.0_bright0.00_contr1.00_640x480_seed101.mp4,0000,subtle_gray_stripes,,14.0,30,1.0,0.0,1.0,228,124,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe226_bg121_left_speed14.0_angle30_dist1.0_bright0.00_contr1.00_640x480_seed91.mp4,0000,subtle_gray_stripes,,14.0,30,1.0,0.0,1.0,226,121,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe229_bg124_left_speed0.0_angle30_dist1.0_bright0.00_contr1.00_640x480_seed73.mp4,0000,subtle_gray_stripes,,0.0,30,1.0,0.0,1.0,229,124,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe227_bg121_left_speed0.0_angle0_dist1.0_bright0.00_contr1.00_640x480_seed47.mp4,0000,subtle_gray_stripes,,0.0,0,1.0,0.0,1.0,227,121,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe227_bg121_left_speed14.0_angle30_dist1.0_bright0.00_contr1.00_640x480_seed95.mp4,0000,subtle_gray_stripes,,14.0,30,1.0,0.0,1.0,227,121,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe229_bg120_left_speed0.0_angle30_dist1.0_bright0.00_contr1.00_640x480_seed70.mp4,0000,subtle_gray_stripes,,0.0,30,1.0,0.0,1.0,229,120,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe228_bg124_left_speed0.0_angle0_dist1.0_bright0.00_contr1.00_640x480_seed53.mp4,0000,subtle_gray_stripes,,0.0,0,1.0,0.0,1.0,228,124,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe228_bg120_left_speed14.0_angle0_dist1.0_bright0.00_contr1.00_640x480_seed82.mp4,0000,subtle_gray_stripes,,14.0,0,1.0,0.0,1.0,228,120,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe227_bg120_left_speed0.0_angle30_dist1.0_bright0.00_contr1.00_640x480_seed62.mp4,0000,subtle_gray_stripes,,0.0,30,1.0,0.0,1.0,227,120,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe229_bg121_left_speed0.0_angle0_dist1.0_bright0.00_contr1.00_640x480_seed55.mp4,0000,subtle_gray_stripes,,0.0,0,1.0,0.0,1.0,229,121,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe227_bg121_left_speed0.0_angle30_dist1.0_bright0.00_contr1.00_640x480_seed63.mp4,0000,subtle_gray_stripes,,0.0,30,1.0,0.0,1.0,227,121,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe226_bg120_left_speed0.0_angle0_dist1.0_bright0.00_contr1.00_640x480_seed42.mp4,0000,subtle_gray_stripes,,0.0,0,1.0,0.0,1.0,226,120,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe228_bg123_left_speed0.0_angle30_dist1.0_bright0.00_contr1.00_640x480_seed68.mp4,0000,subtle_gray_stripes,,0.0,30,1.0,0.0,1.0,228,123,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe229_bg124_left_speed14.0_angle0_dist1.0_bright0.00_contr1.00_640x480_seed89.mp4,0000,subtle_gray_stripes,,14.0,0,1.0,0.0,1.0,229,124,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe227_bg123_left_speed0.0_angle0_dist1.0_bright0.00_contr1.00_640x480_seed48.mp4,0000,subtle_gray_stripes,,0.0,0,1.0,0.0,1.0,227,123,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe229_bg124_left_speed14.0_angle30_dist1.0_bright0.00_contr1.00_640x480_seed105.mp4,0000,subtle_gray_stripes,,14.0,30,1.0,0.0,1.0,229,124,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe227_bg124_left_speed0.0_angle0_dist1.0_bright0.00_contr1.00_640x480_seed49.mp4,0000,subtle_gray_stripes,,0.0,0,1.0,0.0,1.0,227,124,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe226_bg121_left_speed14.0_angle0_dist1.0_bright0.00_contr1.00_640x480_seed75.mp4,0000,subtle_gray_stripes,,14.0,0,1.0,0.0,1.0,226,121,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe228_bg120_left_speed0.0_angle0_dist1.0_bright0.00_contr1.00_640x480_seed50.mp4,0000,subtle_gray_stripes,,0.0,0,1.0,0.0,1.0,228,120,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe226_bg120_left_speed0.0_angle30_dist1.0_bright0.00_contr1.00_640x480_seed58.mp4,0000,subtle_gray_stripes,,0.0,30,1.0,0.0,1.0,226,120,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe228_bg120_left_speed0.0_angle30_dist1.0_bright0.00_contr1.00_640x480_seed66.mp4,0000,subtle_gray_stripes,,0.0,30,1.0,0.0,1.0,228,120,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe226_bg124_left_speed0.0_angle0_dist1.0_bright0.00_contr1.00_640x480_seed45.mp4,0000,subtle_gray_stripes,,0.0,0,1.0,0.0,1.0,226,124,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe229_bg123_left_speed14.0_angle0_dist1.0_bright0.00_contr1.00_640x480_seed88.mp4,0000,subtle_gray_stripes,,14.0,0,1.0,0.0,1.0,229,123,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe228_bg121_left_speed0.0_angle0_dist1.0_bright0.00_contr1.00_640x480_seed51.mp4,0000,subtle_gray_stripes,,0.0,0,1.0,0.0,1.0,228,121,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe226_bg124_left_speed14.0_angle0_dist1.0_bright0.00_contr1.00_640x480_seed77.mp4,0000,subtle_gray_stripes,,14.0,0,1.0,0.0,1.0,226,124,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe226_bg124_left_speed14.0_angle30_dist1.0_bright0.00_contr1.00_640x480_seed93.mp4,0000,subtle_gray_stripes,,14.0,30,1.0,0.0,1.0,226,124,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe227_bg123_left_speed14.0_angle0_dist1.0_bright0.00_contr1.00_640x480_seed80.mp4,0000,subtle_gray_stripes,,14.0,0,1.0,0.0,1.0,227,123,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe228_bg121_left_speed0.0_angle30_dist1.0_bright0.00_contr1.00_640x480_seed67.mp4,0000,subtle_gray_stripes,,0.0,30,1.0,0.0,1.0,228,121,no,,,,,no,,,no,no,640x480
treadmill_0000_subtle_gray_stripes_stripe226_bg120_left_speed0.0_angle0_dist1.01_distrand_bright0.00_contr1.00_640x480_seed200.mp4,0000,subtle_gray_stripes,,0.0,0,1.01,0.0,1.0,226,120,no,,,,,no,,,no,yes,640x480
treadmill_0000_subtle_gray_stripes_stripe226_bg120_left_speed0.0_angle30_dist1.02_distrand_bright0.00_contr1.00_640x480_seed201.mp4,0000,subtle_gray_stripes,,0.0,30,1.02,0.0,1.0,226,120,no,,,,,no,,,no,yes,640x480
treadmill_0000_subtle_gray_stripes_stripe226_bg121_left_speed0.0_angle0_dist1.08_distrand_bright0.00_contr1.00_640x480_seed202.mp4,0000,subtle_gray_stripes,,0.0,0,1.08,0.0,1.0,226,121,no,,,,,no,,,no,yes,640x480
treadmill_0000_subtle_gray_stripes_stripe226_bg121_left_speed0.0_angle30_dist1.02_distrand_bright0.00_contr1.00_640x480_seed203.mp4,0000,subtle_gray_stripes,,0.0,30,1.02,0.0,1.0,226,121,no,,,,,no,,,no,yes,640x480
treadmill_0000_subtle_gray_stripes_stripe226_bg123_left_speed0.0_angle0_dist1.05_distrand_bright0.00_contr1.00_640x480_seed204.mp4,0000,subtle_gray_stripes,,0.0,0,1.05,0.0,1.0,226,123,no,,,,,no,,,no,yes,640x480
treadmill_0000_subtle_gray_stripes_stripe226_bg120_left_speed14.0_angle0_dist1.05_distrand_bright0.00_contr1.00_640x480_seed205.mp4,0000,subtle_gray_stripes,,14.0,0,1.05,0.0,1.0,226,120,no,,,,,no,,,no,yes,640x480
treadmill_0000_subtle_gray_stripes_stripe226_bg120_left_speed14.0_angle30_dist1.01_distrand_bright0.00_contr1.00_640x480_seed206.mp4,0000,subtle_gray_stripes,,14.0,30,1.01,0.0,1.0,226,120,no,,,,,no,,,no,yes,640x480
treadmill_0000_subtle_gray_stripes_stripe226_bg121_left_speed14.0_angle0_dist1.06_distrand_bright0.00_contr1.00_640x480_seed207.mp4,0000,subtle_gray_stripes,,14.0,0,1.06,0.0,1.0,226,121,no,,,,,no,,,no,yes,640x480
treadmill_0000_subtle_gray_stripes_stripe226_bg121_left_speed14.0_angle30_dist1.04_distrand_bright0.00_contr1.00_640x480_seed208.mp4,0000,subtle_gray_stripes,,14.0,30,1.04,0.0,1.0,226,121,no,,,,,no,,,no,yes,640x480
treadmill_0000_subtle_gray_stripes_stripe226_bg123_left_speed14.0_angle0_dist1.06_distrand_bright0.00_contr1.00_640x480_seed209.mp4,0000,subtle_gray_stripes,,14.0,0,1.06,0.0,1.0,226,123,no,,,,,no,,,no,yes,640x480
