video_name,index,texture,direction,speed,angle,brightness,contrast,stripe_contrast,background_contrast,object_enabled,object_type,num_objects,object_size,object_position,blur_enabled,blur_type,blur_intensity,blur_variation,resolution,seed
treadmill_0000_subtle_gray_stripes_stripe226_bg121_left_speed14.0_angle0_dist1.06_distrand_bright0.00_contr1.00_640x480_seed1607.mp4,0000,subtle_gray_stripes,left,14.0,0,0.00,1.00,226,121,no,,,,,no,,,no,640x480,1607
treadmill_0000_subtle_gray_stripes_stripe226_bg121_left_speed14.0_angle30_dist1.04_distrand_bright0.00_contr1.00_640x480_seed1208.mp4,0000,subtle_gray_stripes,left,14.0,30,0.00,1.00,226,121,no,,,,,no,,,no,640x480,1208
treadmill_0000_subtle_gray_stripes_stripe226_bg121_left_speed14.0_angle30_dist1.04_distrand_bright0.00_contr1.00_640x480_seed1308.mp4,0000,subtle_gray_stripes,left,14.0,30,0.00,1.00,226,121,no,,,,,no,,,no,640x480,1308
treadmill_0000_subtle_gray_stripes_stripe226_bg121_left_speed14.0_angle30_dist1.04_distrand_bright0.00_contr1.00_640x480_seed1408.mp4,0000,subtle_gray_stripes,left,14.0,30,0.00,1.00,226,121,no,,,,,no,,,no,640x480,1408
treadmill_0000_subtle_gray_stripes_stripe226_bg121_left_speed14.0_angle30_dist1.04_distrand_bright0.00_contr1.00_640x480_seed1508.mp4,0000,subtle_gray_stripes,left,14.0,30,0.00,1.00,226,121,no,,,,,no,,,no,640x480,1508
treadmill_0000_subtle_gray_stripes_stripe226_bg121_left_speed14.0_angle30_dist1.04_distrand_bright0.00_contr1.00_640x480_seed1608.mp4,0000,subtle_gray_stripes,left,14.0,30,0.00,1.00,226,121,no,,,,,no,,,no,640x480,1608
treadmill_0000_subtle_gray_stripes_stripe226_bg123_left_speed0.0_angle0_dist1.05_distrand_bright0.00_contr1.00_640x480_seed1204.mp4,0000,subtle_gray_stripes,left,0.0,0,0.00,1.00,226,123,no,,,,,no,,,no,640x480,1204
treadmill_0000_subtle_gray_stripes_stripe226_bg123_left_speed0.0_angle0_dist1.05_distrand_bright0.00_contr1.00_640x480_seed1304.mp4,0000,subtle_gray_stripes,left,0.0,0,0.00,1.00,226,123,no,,,,,no,,,no,640x480,1304
treadmill_0000_subtle_gray_stripes_stripe226_bg123_left_speed0.0_angle0_dist1.05_distrand_bright0.00_contr1.00_640x480_seed1404.mp4,0000,subtle_gray_stripes,left,0.0,0,0.00,1.00,226,123,no,,,,,no,,,no,640x480,1404
treadmill_0000_subtle_gray_stripes_stripe226_bg123_left_speed0.0_angle0_dist1.05_distrand_bright0.00_contr1.00_640x480_seed1504.mp4,0000,subtle_gray_stripes,left,0.0,0,0.00,1.00,226,123,no,,,,,no,,,no,640x480,1504
treadmill_0000_subtle_gray_stripes_stripe226_bg123_left_speed0.0_angle0_dist1.05_distrand_bright0.00_contr1.00_640x480_seed1604.mp4,0000,subtle_gray_stripes,left,0.0,0,0.00,1.00,226,123,no,,,,,no,,,no,640x480,1604
treadmill_0000_subtle_gray_stripes_stripe226_bg123_left_speed14.0_angle0_dist1.06_distrand_bright0.00_contr1.00_640x480_seed1209.mp4,0000,subtle_gray_stripes,left,14.0,0,0.00,1.00,226,123,no,,,,,no,,,no,640x480,1209
treadmill_0000_subtle_gray_stripes_stripe226_bg123_left_speed14.0_angle0_dist1.06_distrand_bright0.00_contr1.00_640x480_seed1309.mp4,0000,subtle_gray_stripes,left,14.0,0,0.00,1.00,226,123,no,,,,,no,,,no,640x480,1309
treadmill_0000_subtle_gray_stripes_stripe226_bg123_left_speed14.0_angle0_dist1.06_distrand_bright0.00_contr1.00_640x480_seed1409.mp4,0000,subtle_gray_stripes,left,14.0,0,0.00,1.00,226,123,no,,,,,no,,,no,640x480,1409
treadmill_0000_subtle_gray_stripes_stripe226_bg123_left_speed14.0_angle0_dist1.06_distrand_bright0.00_contr1.00_640x480_seed1509.mp4,0000,subtle_gray_stripes,left,14.0,0,0.00,1.00,226,123,no,,,,,no,,,no,640x480,1509
treadmill_0000_subtle_gray_stripes_stripe226_bg123_left_speed14.0_angle0_dist1.06_distrand_bright0.00_contr1.00_640x480_seed1609.mp4,0000,subtle_gray_stripes,left,14.0,0,0.00,1.00,226,123,no,,,,,no,,,no,640x480,1609
